item_id,order_id,product_id,quantity,unit_price
I-001552,O-00605,P-028,1,38
I-001553,O-00605,P-030,1,32
I-001554,O-00605,P-031,3,85
I-001555,O-00606,P-030,3,32
I-001556,O-00606,P-026,2,52
I-001557,O-00607,P-021,2,24
I-001558,O-00607,P-009,2,98
I-001559,O-00607,P-006,3,85
I-001560,O-00608,P-033,1,18
I-001561,O-00609,P-026,2,52
I-001562,O-00609,P-008,2,65
I-001563,O-00609,P-016,2,24
I-001564,O-00610,P-004,1,72
I-001565,O-00610,P-022,1,85
I-001566,O-00610,P-017,1,58
I-001567,O-00610,P-011,3,85
I-001568,O-00611,P-018,2,98
I-001569,O-00612,P-011,1,85
I-001570,O-00612,P-006,2,85
I-001571,O-00612,P-026,3,52
I-001572,O-00612,P-016,1,24
I-001573,O-00613,P-022,3,85
I-001574,O-00613,P-030,3,32
I-001575,O-00613,P-026,2,52
I-001576,O-00613,P-008,1,65
I-001577,O-00614,P-033,2,18
I-001578,O-00615,P-022,3,85
I-001579,O-00615,P-030,3,32
I-001580,O-00616,P-023,1,85
I-001581,O-00617,P-019,2,18
I-001582,O-00617,P-030,3,32
I-001583,O-00618,P-001,1,38
I-001584,O-00618,P-013,2,18
I-001585,O-00618,P-001,2,38
I-001586,O-00619,P-002,3,85
I-001587,O-00620,P-025,2,18
I-001588,O-00620,P-027,1,52
I-001589,O-00621,P-019,2,18
I-001590,O-00621,P-011,2,85
I-001591,O-00621,P-007,2,98
I-001592,O-00622,P-029,1,58
I-001593,O-00623,P-034,3,45
I-001594,O-00624,P-017,3,58
I-001595,O-00624,P-003,2,120
I-001596,O-00624,P-002,1,85
I-001597,O-00625,P-006,3,85
I-001598,O-00625,P-027,3,52
I-001599,O-00625,P-018,2,98
I-001600,O-00625,P-019,3,18
I-001601,O-00626,P-017,1,58
I-001602,O-00627,P-028,1,38
I-001603,O-00627,P-026,3,52
I-001604,O-00627,P-033,3,18
I-001605,O-00628,P-008,3,65
I-001606,O-00628,P-010,3,45
I-001607,O-00629,P-017,3,58
I-001608,O-00629,P-019,2,18
I-001609,O-00629,P-017,3,58
I-001610,O-00629,P-032,1,45
I-001611,O-00630,P-017,2,58
I-001612,O-00630,P-004,1,72
I-001613,O-00631,P-006,2,85
I-001614,O-00631,P-002,3,85
I-001615,O-00631,P-007,2,98
I-001616,O-00632,P-020,1,120
I-001617,O-00633,P-025,1,18
I-001618,O-00633,P-017,3,58
I-001619,O-00633,P-020,2,120
I-001620,O-00633,P-029,1,58
I-001621,O-00634,P-005,1,45
I-001622,O-00634,P-011,2,85
I-001623,O-00634,P-021,3,24
I-001624,O-00634,P-027,1,52
I-001625,O-00635,P-001,1,38
I-001626,O-00635,P-029,3,58
I-001627,O-00636,P-020,2,120
I-001628,O-00636,P-013,1,18
I-001629,O-00636,P-032,3,45
I-001630,O-00637,P-031,2,85
I-001631,O-00637,P-028,1,38
I-001632,O-00637,P-017,1,58
I-001633,O-00637,P-030,2,32
I-001634,O-00638,P-015,3,18
I-001635,O-00638,P-021,2,24
I-001636,O-00639,P-033,3,18
I-001637,O-00640,P-005,2,45
I-001638,O-00640,P-012,3,65
I-001639,O-00641,P-030,3,32
I-001640,O-00641,P-009,1,98
I-001641,O-00641,P-032,3,45
I-001642,O-00641,P-020,2,120
I-001643,O-00642,P-002,2,85
I-001644,O-00643,P-008,3,65
I-001645,O-00643,P-014,1,38
I-001646,O-00643,P-010,2,45
I-001647,O-00643,P-032,2,45
I-001648,O-00644,P-011,3,85
I-001649,O-00645,P-034,2,45
I-001650,O-00646,P-011,2,85
I-001651,O-00647,P-031,3,85
I-001652,O-00648,P-032,1,45
I-001653,O-00648,P-028,3,38
I-001654,O-00649,P-013,3,18
I-001655,O-00650,P-002,3,85
I-001656,O-00650,P-023,2,85
I-001657,O-00651,P-030,1,32
I-001658,O-00651,P-002,1,85
I-001659,O-00651,P-034,1,45
I-001660,O-00651,P-011,1,85
I-001661,O-00652,P-013,1,18
I-001662,O-00652,P-025,1,18
I-001663,O-00652,P-020,1,120
I-001664,O-00653,P-027,1,52
I-001665,O-00653,P-010,2,45
I-001666,O-00653,P-006,2,85
I-001667,O-00654,P-028,2,38
I-001668,O-00655,P-017,3,58
I-001669,O-00655,P-002,2,85
I-001670,O-00655,P-007,3,98
I-001671,O-00656,P-030,2,32
I-001672,O-00657,P-018,1,98
I-001673,O-00657,P-032,2,45
I-001674,O-00657,P-014,3,38
I-001675,O-00658,P-025,1,18
I-001676,O-00659,P-019,2,18
I-001677,O-00660,P-004,2,72
I-001678,O-00661,P-011,1,85
I-001679,O-00662,P-011,3,85
I-001680,O-00662,P-007,1,98
I-001681,O-00662,P-021,2,24
I-001682,O-00663,P-033,2,18
I-001683,O-00663,P-032,2,45
I-001684,O-00663,P-033,1,18
I-001685,O-00663,P-003,1,120
I-001686,O-00664,P-003,3,120
I-001687,O-00664,P-030,2,32
I-001688,O-00664,P-001,2,38
I-001689,O-00664,P-014,3,38
I-001690,O-00665,P-013,2,18
I-001691,O-00665,P-008,3,65
I-001692,O-00665,P-013,2,18
I-001693,O-00665,P-021,1,24
I-001694,O-00666,P-005,1,45
I-001695,O-00666,P-008,2,65
I-001696,O-00666,P-025,2,18
I-001697,O-00666,P-003,1,120
I-001698,O-00667,P-011,3,85
I-001699,O-00667,P-007,3,98
I-001700,O-00667,P-010,1,45
I-001701,O-00668,P-014,2,38
I-001702,O-00668,P-004,1,72
I-001703,O-00669,P-005,2,45
I-001704,O-00670,P-012,1,65
I-001705,O-00670,P-025,2,18
I-001706,O-00671,P-030,1,32
I-001707,O-00671,P-008,2,65
I-001708,O-00671,P-031,1,85
I-001709,O-00672,P-032,2,45
I-001710,O-00672,P-029,3,58
I-001711,O-00672,P-006,3,85
I-001712,O-00673,P-014,1,38
I-001713,O-00673,P-002,3,85
I-001714,O-00673,P-009,1,98
I-001715,O-00674,P-017,1,58
I-001716,O-00674,P-029,2,58
I-001717,O-00674,P-019,3,18
I-001718,O-00675,P-029,3,58
I-001719,O-00675,P-024,3,65
I-001720,O-00675,P-002,1,85
I-001721,O-00676,P-011,1,85
I-001722,O-00676,P-014,3,38
I-001723,O-00676,P-032,3,45
I-001724,O-00676,P-024,1,65
I-001725,O-00677,P-007,3,98
I-001726,O-00677,P-009,1,98
I-001727,O-00678,P-032,3,45
I-001728,O-00678,P-021,3,24
I-001729,O-00679,P-014,1,38
I-001730,O-00679,P-011,3,85
I-001731,O-00680,P-010,1,45
I-001732,O-00680,P-003,1,120
I-001733,O-00680,P-016,3,24
I-001734,O-00681,P-013,3,18
I-001735,O-00681,P-015,3,18
I-001736,O-00681,P-034,1,45
I-001737,O-00682,P-003,3,120
I-001738,O-00682,P-030,3,32
I-001739,O-00683,P-001,1,38
I-001740,O-00683,P-032,2,45
I-001741,O-00683,P-020,2,120
I-001742,O-00684,P-034,3,45
I-001743,O-00684,P-010,3,45
I-001744,O-00685,P-021,3,24
I-001745,O-00685,P-024,1,65
I-001746,O-00685,P-002,2,85
I-001747,O-00685,P-018,1,98
I-001748,O-00686,P-033,2,18
I-001749,O-00686,P-008,2,65
I-001750,O-00686,P-033,3,18
I-001751,O-00687,P-021,1,24
I-001752,O-00688,P-006,2,85
I-001753,O-00688,P-026,1,52
I-001754,O-00688,P-011,2,85
I-001755,O-00688,P-015,1,18
I-001756,O-00689,P-005,1,45
I-001757,O-00689,P-001,2,38
I-001758,O-00690,P-013,2,18
I-001759,O-00691,P-013,1,18
I-001760,O-00691,P-031,3,85
I-001761,O-00691,P-027,2,52
I-001762,O-00692,P-019,3,18
I-001763,O-00692,P-031,2,85
I-001764,O-00693,P-009,3,98
I-001765,O-00693,P-029,1,58
I-001766,O-00693,P-012,3,65
I-001767,O-00693,P-018,2,98
I-001768,O-00694,P-017,1,58
I-001769,O-00695,P-015,1,18
I-001770,O-00695,P-001,1,38
I-001771,O-00696,P-010,3,45
I-001772,O-00696,P-010,3,45
I-001773,O-00696,P-027,2,52
I-001774,O-00697,P-011,1,85
I-001775,O-00698,P-019,2,18
I-001776,O-00698,P-026,1,52
I-001777,O-00698,P-005,2,45
I-001778,O-00698,P-005,2,45
I-001779,O-00699,P-024,1,65
I-001780,O-00700,P-004,3,72
I-001781,O-00701,P-032,1,45
I-001782,O-00702,P-012,2,65
I-001783,O-00702,P-013,2,18
I-001784,O-00703,P-010,3,45
I-001785,O-00704,P-032,3,45
I-001786,O-00704,P-015,3,18
I-001787,O-00705,P-007,1,98
I-001788,O-00705,P-011,3,85
I-001789,O-00705,P-022,1,85
I-001790,O-00705,P-018,1,98
I-001791,O-00706,P-034,1,45
I-001792,O-00706,P-006,3,85
I-001793,O-00706,P-023,3,85
I-001794,O-00706,P-023,3,85
I-001795,O-00707,P-011,1,85
I-001796,O-00707,P-003,1,120
I-001797,O-00707,P-028,2,38
I-001798,O-00707,P-005,2,45
I-001799,O-00708,P-010,1,45
I-001800,O-00708,P-018,2,98
I-001801,O-00708,P-022,2,85
I-001802,O-00708,P-014,1,38
I-001803,O-00709,P-024,1,65
I-001804,O-00710,P-034,2,45
I-001805,O-00710,P-022,3,85
I-001806,O-00711,P-024,3,65
I-001807,O-00711,P-016,1,24
I-001808,O-00711,P-032,3,45
I-001809,O-00711,P-006,3,85
I-001810,O-00712,P-008,3,65
I-001811,O-00712,P-031,3,85
I-001812,O-00712,P-018,3,98
I-001813,O-00712,P-019,1,18
I-001814,O-00713,P-030,3,32
I-001815,O-00714,P-028,2,38
I-001816,O-00714,P-021,2,24
I-001817,O-00714,P-020,1,120
I-001818,O-00714,P-001,1,38
I-001819,O-00715,P-008,3,65
I-001820,O-00716,P-015,2,18
I-001821,O-00717,P-019,2,18
I-001822,O-00718,P-016,1,24
I-001823,O-00718,P-012,1,65
I-001824,O-00718,P-009,1,98
I-001825,O-00719,P-011,3,85
I-001826,O-00719,P-011,1,85
I-001827,O-00720,P-013,3,18
I-001828,O-00720,P-001,2,38
I-001829,O-00720,P-027,1,52
I-001830,O-00720,P-014,3,38
I-001831,O-00721,P-020,1,120
I-001832,O-00721,P-029,3,58
I-001833,O-00722,P-018,3,98
I-001834,O-00722,P-001,2,38
I-001835,O-00723,P-011,2,85
I-001836,O-00724,P-009,2,98
I-001837,O-00724,P-030,2,32
I-001838,O-00724,P-033,1,18
I-001839,O-00725,P-021,2,24
I-001840,O-00726,P-006,2,85
I-001841,O-00726,P-022,2,85
I-001842,O-00727,P-033,3,18
I-001843,O-00728,P-004,2,72
I-001844,O-00728,P-032,1,45
I-001845,O-00728,P-025,2,18
I-001846,O-00728,P-009,3,98
I-001847,O-00729,P-003,1,120
I-001848,O-00729,P-033,1,18
I-001849,O-00729,P-003,2,120
I-001850,O-00729,P-001,2,38
I-001851,O-00730,P-025,1,18
I-001852,O-00730,P-022,3,85
I-001853,O-00730,P-013,3,18
I-001854,O-00731,P-033,3,18
I-001855,O-00732,P-024,1,65
I-001856,O-00732,P-008,1,65
I-001857,O-00732,P-006,2,85
I-001858,O-00732,P-028,1,38
I-001859,O-00733,P-014,1,38
I-001860,O-00734,P-005,3,45
I-001861,O-00735,P-022,1,85
I-001862,O-00735,P-026,2,52
I-001863,O-00736,P-028,3,38
I-001864,O-00736,P-007,3,98
I-001865,O-00736,P-011,3,85
I-001866,O-00736,P-013,1,18
I-001867,O-00737,P-003,2,120
I-001868,O-00737,P-023,3,85
I-001869,O-00738,P-002,3,85
I-001870,O-00738,P-015,3,18
I-001871,O-00738,P-024,2,65
I-001872,O-00739,P-019,2,18
I-001873,O-00739,P-029,3,58
I-001874,O-00739,P-013,3,18
I-001875,O-00740,P-017,1,58
I-001876,O-00741,P-033,2,18
I-001877,O-00742,P-001,1,38
I-001878,O-00742,P-012,2,65
I-001879,O-00743,P-004,1,72
I-001880,O-00743,P-021,1,24
I-001881,O-00744,P-026,1,52
I-001882,O-00745,P-018,1,98
I-001883,O-00745,P-005,2,45
I-001884,O-00745,P-012,3,65
I-001885,O-00746,P-032,2,45
I-001886,O-00747,P-029,1,58
I-001887,O-00747,P-033,1,18
I-001888,O-00747,P-023,3,85
I-001889,O-00748,P-034,1,45
I-001890,O-00748,P-009,1,98
I-001891,O-00748,P-015,1,18
I-001892,O-00748,P-002,1,85
I-001893,O-00749,P-030,2,32
I-001894,O-00749,P-008,2,65
I-001895,O-00749,P-016,1,24
I-001896,O-00749,P-027,3,52
I-001897,O-00750,P-013,2,18
I-001898,O-00750,P-012,1,65
I-001899,O-00751,P-014,1,38
I-001900,O-00751,P-034,3,45
I-001901,O-00752,P-008,1,65
I-001902,O-00752,P-009,1,98
I-001903,O-00753,P-004,3,72
I-001904,O-00753,P-012,3,65
I-001905,O-00753,P-004,2,72
I-001906,O-00754,P-005,3,45
I-001907,O-00754,P-009,1,98
I-001908,O-00755,P-017,3,58
I-001909,O-00755,P-022,1,85
I-001910,O-00755,P-023,2,85
I-001911,O-00755,P-004,2,72
I-001912,O-00756,P-024,3,65
I-001913,O-00757,P-023,2,85
I-001914,O-00758,P-003,3,120
I-001915,O-00759,P-022,3,85
I-001916,O-00759,P-008,2,65
I-001917,O-00760,P-032,1,45
I-001918,O-00760,P-023,2,85
I-001919,O-00761,P-030,2,32
I-001920,O-00761,P-018,2,98
I-001921,O-00761,P-005,1,45
I-001922,O-00761,P-029,1,58
I-001923,O-00762,P-011,3,85
I-001924,O-00762,P-007,3,98
I-001925,O-00763,P-014,1,38
I-001926,O-00764,P-011,1,85
I-001927,O-00764,P-029,2,58
I-001928,O-00764,P-007,2,98
I-001929,O-00765,P-028,3,38
I-001930,O-00766,P-007,2,98
I-001931,O-00766,P-015,1,18
I-001932,O-00767,P-014,3,38
I-001933,O-00768,P-029,3,58
I-001934,O-00768,P-019,1,18
I-001935,O-00768,P-013,2,18
I-001936,O-00769,P-016,1,24
I-001937,O-00769,P-024,1,65
I-001938,O-00769,P-014,2,38
I-001939,O-00769,P-030,2,32
I-001940,O-00770,P-033,2,18
I-001941,O-00770,P-009,1,98
I-001942,O-00771,P-003,1,120
I-001943,O-00771,P-017,3,58
I-001944,O-00771,P-024,3,65
I-001945,O-00772,P-021,1,24
I-001946,O-00772,P-009,2,98
I-001947,O-00772,P-030,1,32
I-001948,O-00772,P-019,3,18
I-001949,O-00773,P-015,2,18
I-001950,O-00773,P-026,3,52
I-001951,O-00774,P-016,1,24
I-001952,O-00775,P-017,3,58
I-001953,O-00775,P-005,1,45
I-001954,O-00776,P-013,1,18
I-001955,O-00776,P-031,3,85
I-001956,O-00776,P-034,3,45
I-001957,O-00776,P-002,1,85
I-001958,O-00777,P-031,1,85
I-001959,O-00777,P-020,1,120
I-001960,O-00777,P-007,3,98
I-001961,O-00778,P-020,2,120
I-001962,O-00779,P-020,2,120
I-001963,O-00779,P-018,1,98
I-001964,O-00780,P-003,2,120
I-001965,O-00780,P-034,2,45
I-001966,O-00780,P-018,1,98
I-001967,O-00780,P-031,3,85
I-001968,O-00781,P-018,1,98
I-001969,O-00781,P-009,3,98
I-001970,O-00782,P-023,2,85
I-001971,O-00782,P-034,2,45
I-001972,O-00783,P-034,2,45
I-001973,O-00783,P-029,1,58
I-001974,O-00784,P-018,3,98
I-001975,O-00784,P-004,1,72
I-001976,O-00784,P-011,1,85
I-001977,O-00784,P-033,3,18
I-001978,O-00785,P-025,2,18
I-001979,O-00786,P-018,2,98
I-001980,O-00787,P-032,2,45
I-001981,O-00787,P-002,1,85
I-001982,O-00787,P-020,2,120
I-001983,O-00787,P-032,2,45
I-001984,O-00788,P-021,1,24
I-001985,O-00788,P-026,1,52
I-001986,O-00788,P-021,1,24
I-001987,O-00789,P-009,2,98
I-001988,O-00790,P-008,2,65
I-001989,O-00790,P-023,1,85
I-001990,O-00790,P-023,1,85
I-001991,O-00790,P-034,3,45
I-001992,O-00791,P-031,3,85
I-001993,O-00791,P-009,3,98
I-001994,O-00792,P-028,1,38
I-001995,O-00792,P-019,3,18
I-001996,O-00792,P-005,1,45
I-001997,O-00793,P-026,2,52
I-001998,O-00793,P-023,2,85
I-001999,O-00794,P-025,1,18
I-002000,O-00795,P-009,1,98
I-002001,O-00796,P-031,2,85
I-002002,O-00797,P-033,1,18
I-002003,O-00797,P-003,2,120
I-002004,O-00797,P-014,2,38
I-002005,O-00798,P-004,3,72
I-002006,O-00798,P-010,2,45
I-002007,O-00798,P-021,2,24
I-002008,O-00798,P-006,3,85
I-002009,O-00799,P-004,3,72
I-002010,O-00799,P-015,3,18
I-002011,O-00800,P-007,2,98
I-002012,O-00801,P-008,1,65
I-002013,O-00802,P-026,3,52
I-002014,O-00802,P-030,1,32
I-002015,O-00802,P-020,1,120
I-002016,O-00803,P-010,1,45
I-002017,O-00803,P-017,3,58
I-002018,O-00803,P-019,3,18
I-002019,O-00804,P-020,2,120
I-002020,O-00804,P-033,3,18
I-002021,O-00804,P-009,1,98
I-002022,O-00805,P-001,1,38
I-002023,O-00806,P-010,3,45
I-002024,O-00806,P-018,3,98
I-002025,O-00806,P-017,1,58
I-002026,O-00807,P-013,3,18
I-002027,O-00807,P-029,1,58
I-002028,O-00807,P-033,2,18
I-002029,O-00807,P-017,3,58
I-002030,O-00808,P-027,2,52
I-002031,O-00809,P-021,3,24
I-002032,O-00810,P-026,3,52
I-002033,O-00811,P-032,2,45
I-002034,O-00811,P-006,1,85
I-002035,O-00812,P-021,3,24
I-002036,O-00812,P-006,2,85
I-002037,O-00812,P-014,3,38
I-002038,O-00812,P-019,3,18
I-002039,O-00813,P-016,1,24
I-002040,O-00814,P-006,3,85
I-002041,O-00814,P-020,2,120
I-002042,O-00814,P-032,3,45
I-002043,O-00814,P-029,1,58
I-002044,O-00815,P-025,2,18
I-002045,O-00815,P-018,2,98
I-002046,O-00815,P-031,3,85
I-002047,O-00815,P-011,1,85
I-002048,O-00816,P-020,2,120
I-002049,O-00816,P-027,1,52
I-002050,O-00816,P-012,3,65
I-002051,O-00816,P-020,3,120
I-002052,O-00817,P-017,1,58
I-002053,O-00818,P-025,3,18
I-002054,O-00819,P-011,1,85
I-002055,O-00820,P-014,3,38
I-002056,O-00821,P-025,3,18
I-002057,O-00822,P-030,3,32
I-002058,O-00822,P-028,3,38
I-002059,O-00822,P-005,2,45
I-002060,O-00822,P-021,3,24
I-002061,O-00823,P-016,2,24
I-002062,O-00823,P-034,2,45
I-002063,O-00823,P-025,2,18
I-002064,O-00823,P-030,2,32
I-002065,O-00824,P-019,2,18
I-002066,O-00824,P-001,3,38
I-002067,O-00824,P-008,3,65
I-002068,O-00824,P-034,1,45
I-002069,O-00825,P-003,1,120
I-002070,O-00825,P-016,2,24
I-002071,O-00825,P-005,2,45
I-002072,O-00825,P-015,2,18
I-002073,O-00826,P-032,2,45
I-002074,O-00826,P-011,1,85
I-002075,O-00826,P-031,1,85
I-002076,O-00827,P-030,1,32
I-002077,O-00828,P-015,3,18
I-002078,O-00829,P-022,2,85
I-002079,O-00829,P-030,1,32
I-002080,O-00829,P-031,2,85
I-002081,O-00830,P-028,3,38
I-002082,O-00830,P-007,3,98
I-002083,O-00830,P-021,2,24
I-002084,O-00831,P-007,2,98
I-002085,O-00831,P-031,1,85
I-002086,O-00831,P-017,1,58
I-002087,O-00832,P-022,3,85
I-002088,O-00833,P-012,2,65
I-002089,O-00834,P-006,2,85
I-002090,O-00834,P-034,1,45
I-002091,O-00834,P-020,3,120
I-002092,O-00834,P-015,2,18
I-002093,O-00835,P-029,2,58
I-002094,O-00835,P-029,2,58
I-002095,O-00835,P-026,3,52
I-002096,O-00835,P-034,3,45
I-002097,O-00836,P-004,2,72
I-002098,O-00837,P-020,2,120
I-002099,O-00837,P-019,2,18
I-002100,O-00837,P-023,1,85
I-002101,O-00838,P-028,3,38
I-002102,O-00839,P-032,2,45
I-002103,O-00839,P-023,2,85
I-002104,O-00840,P-027,1,52
I-002105,O-00841,P-024,2,65
I-002106,O-00841,P-023,3,85
I-002107,O-00841,P-007,2,98
I-002108,O-00841,P-014,1,38
I-002109,O-00842,P-021,1,24
I-002110,O-00842,P-019,1,18
I-002111,O-00842,P-006,1,85
I-002112,O-00842,P-011,1,85
I-002113,O-00843,P-018,1,98
I-002114,O-00843,P-019,2,18
I-002115,O-00843,P-014,2,38
I-002116,O-00843,P-024,3,65
I-002117,O-00844,P-009,2,98
I-002118,O-00844,P-030,2,32
I-002119,O-00844,P-030,1,32
I-002120,O-00845,P-011,1,85
I-002121,O-00845,P-031,2,85
I-002122,O-00846,P-027,2,52
I-002123,O-00846,P-009,3,98
I-002124,O-00846,P-025,3,18
I-002125,O-00847,P-008,3,65
I-002126,O-00848,P-021,2,24
I-002127,O-00848,P-023,1,85
I-002128,O-00849,P-023,3,85
I-002129,O-00849,P-012,3,65
I-002130,O-00849,P-034,1,45
I-002131,O-00849,P-027,2,52
I-002132,O-00850,P-029,1,58
I-002133,O-00850,P-030,1,32
I-002134,O-00851,P-030,1,32
I-002135,O-00851,P-003,2,120
I-002136,O-00852,P-010,2,45
I-002137,O-00852,P-016,2,24
I-002138,O-00852,P-027,2,52
I-002139,O-00853,P-001,3,38
I-002140,O-00854,P-030,3,32
I-002141,O-00854,P-029,3,58
I-002142,O-00855,P-011,2,85
I-002143,O-00855,P-012,3,65
I-002144,O-00856,P-003,2,120
I-002145,O-00856,P-008,2,65
I-002146,O-00856,P-022,2,85
I-002147,O-00857,P-020,1,120
I-002148,O-00857,P-008,3,65
I-002149,O-00857,P-011,1,85
I-002150,O-00857,P-025,2,18
I-002151,O-00858,P-019,1,18
I-002152,O-00858,P-010,2,45
I-002153,O-00859,P-027,2,52
I-002154,O-00859,P-016,1,24
I-002155,O-00859,P-009,1,98
I-002156,O-00860,P-010,2,45
I-002157,O-00860,P-018,1,98
I-002158,O-00860,P-005,2,45
I-002159,O-00861,P-007,1,98
I-002160,O-00861,P-034,1,45
I-002161,O-00861,P-026,3,52
I-002162,O-00861,P-012,3,65
I-002163,O-00862,P-009,1,98
I-002164,O-00862,P-033,3,18
I-002165,O-00863,P-002,1,85
I-002166,O-00863,P-004,3,72
I-002167,O-00863,P-006,2,85
I-002168,O-00863,P-017,2,58
I-002169,O-00864,P-018,2,98
I-002170,O-00864,P-010,2,45
I-002171,O-00865,P-013,3,18
I-002172,O-00866,P-006,3,85
I-002173,O-00866,P-013,1,18
I-002174,O-00867,P-029,1,58
I-002175,O-00867,P-005,2,45
I-002176,O-00868,P-001,1,38
I-002177,O-00868,P-002,3,85
I-002178,O-00868,P-002,2,85
I-002179,O-00868,P-027,1,52
I-002180,O-00869,P-007,1,98
I-002181,O-00869,P-020,3,120
I-002182,O-00870,P-023,3,85
I-002183,O-00870,P-019,2,18
I-002184,O-00871,P-006,1,85
I-002185,O-00871,P-009,2,98
I-002186,O-00871,P-024,1,65
I-002187,O-00871,P-019,3,18
I-002188,O-00872,P-013,2,18
I-002189,O-00872,P-028,1,38
I-002190,O-00872,P-001,3,38
I-002191,O-00872,P-008,2,65
I-002192,O-00873,P-027,1,52
I-002193,O-00873,P-006,3,85
I-002194,O-00873,P-010,3,45
I-002195,O-00873,P-022,2,85
I-002196,O-00874,P-025,2,18
I-002197,O-00874,P-013,3,18
I-002198,O-00874,P-003,3,120
I-002199,O-00875,P-001,2,38
I-002200,O-00875,P-032,1,45
I-002201,O-00875,P-028,1,38
I-002202,O-00875,P-028,2,38
I-002203,O-00876,P-030,2,32
I-002204,O-00876,P-025,2,18
I-002205,O-00876,P-003,1,120
I-002206,O-00876,P-023,1,85
I-002207,O-00877,P-028,2,38
I-002208,O-00877,P-023,1,85
I-002209,O-00878,P-014,1,38
I-002210,O-00878,P-034,1,45
I-002211,O-00878,P-010,3,45
I-002212,O-00879,P-034,3,45
I-002213,O-00880,P-029,2,58
I-002214,O-00881,P-010,1,45
I-002215,O-00881,P-018,2,98
I-002216,O-00881,P-006,2,85
I-002217,O-00881,P-034,2,45
I-002218,O-00882,P-016,2,24
I-002219,O-00883,P-030,2,32
I-002220,O-00884,P-027,2,52
I-002221,O-00884,P-031,1,85
I-002222,O-00884,P-009,1,98
I-002223,O-00885,P-009,3,98
I-002224,O-00885,P-013,3,18
I-002225,O-00886,P-005,2,45
I-002226,O-00886,P-020,3,120
I-002227,O-00886,P-032,2,45
I-002228,O-00886,P-016,3,24
I-002229,O-00887,P-014,3,38
I-002230,O-00887,P-032,2,45
I-002231,O-00887,P-027,3,52
I-002232,O-00887,P-008,3,65
I-002233,O-00888,P-025,2,18
I-002234,O-00888,P-008,2,65
I-002235,O-00889,P-033,2,18
I-002236,O-00889,P-019,1,18
I-002237,O-00890,P-004,1,72
I-002238,O-00890,P-033,3,18
I-002239,O-00890,P-031,2,85
I-002240,O-00890,P-021,3,24
I-002241,O-00891,P-033,2,18
I-002242,O-00891,P-031,1,85
I-002243,O-00892,P-003,3,120
I-002244,O-00893,P-013,1,18
I-002245,O-00893,P-004,1,72
I-002246,O-00893,P-013,1,18
I-002247,O-00893,P-034,1,45
I-002248,O-00894,P-033,3,18
I-002249,O-00894,P-006,3,85
I-002250,O-00894,P-031,3,85
I-002251,O-00894,P-028,1,38
I-002252,O-00895,P-003,3,120
I-002253,O-00895,P-001,3,38
I-002254,O-00895,P-021,3,24
I-002255,O-00895,P-003,3,120
I-002256,O-00896,P-033,2,18
I-002257,O-00897,P-021,2,24
I-002258,O-00897,P-031,3,85
I-002259,O-00897,P-032,2,45
I-002260,O-00897,P-024,3,65
I-002261,O-00898,P-023,3,85
I-002262,O-00898,P-005,2,45
I-002263,O-00899,P-007,2,98
I-002264,O-00899,P-003,3,120
I-002265,O-00899,P-028,3,38
I-002266,O-00899,P-014,1,38
I-002267,O-00900,P-006,2,85
I-002268,O-00900,P-013,2,18
I-002269,O-00901,P-008,2,65
I-002270,O-00901,P-010,3,45
I-002271,O-00902,P-034,3,45
I-002272,O-00902,P-010,1,45
I-002273,O-00902,P-021,3,24
I-002274,O-00903,P-033,2,18
I-002275,O-00903,P-020,2,120
I-002276,O-00903,P-003,3,120
I-002277,O-00904,P-001,3,38
I-002278,O-00904,P-003,3,120
I-002279,O-00904,P-028,3,38
I-002280,O-00905,P-034,2,45
I-002281,O-00905,P-009,3,98
I-002282,O-00906,P-001,2,38
I-002283,O-00906,P-031,3,85
I-002284,O-00906,P-023,1,85
I-002285,O-00907,P-034,3,45
I-002286,O-00907,P-027,3,52
I-002287,O-00907,P-014,2,38
I-002288,O-00907,P-023,2,85
I-002289,O-00908,P-025,3,18
I-002290,O-00909,P-005,1,45
I-002291,O-00910,P-012,2,65
I-002292,O-00910,P-034,3,45
I-002293,O-00911,P-021,1,24
I-002294,O-00911,P-033,2,18
I-002295,O-00912,P-015,3,18
I-002296,O-00913,P-031,1,85
I-002297,O-00913,P-017,3,58
I-002298,O-00914,P-017,3,58
I-002299,O-00914,P-030,1,32
I-002300,O-00914,P-020,2,120
I-002301,O-00915,P-024,1,65
I-002302,O-00916,P-031,2,85
I-002303,O-00917,P-019,1,18
I-002304,O-00918,P-010,2,45
I-002305,O-00918,P-019,1,18
I-002306,O-00919,P-008,2,65
I-002307,O-00919,P-023,1,85
I-002308,O-00919,P-028,2,38
I-002309,O-00919,P-026,3,52
I-002310,O-00920,P-014,1,38
I-002311,O-00920,P-010,3,45
I-002312,O-00920,P-012,2,65
I-002313,O-00921,P-014,3,38
I-002314,O-00921,P-028,2,38
I-002315,O-00921,P-015,2,18
I-002316,O-00921,P-023,2,85
I-002317,O-00922,P-010,3,45
I-002318,O-00922,P-005,2,45
I-002319,O-00922,P-022,2,85
I-002320,O-00922,P-018,2,98
I-002321,O-00923,P-004,3,72
I-002322,O-00923,P-025,2,18
I-002323,O-00923,P-013,1,18
I-002324,O-00924,P-031,1,85
I-002325,O-00924,P-026,1,52
I-002326,O-00925,P-022,2,85
I-002327,O-00925,P-022,1,85
